ID,Year,Region,POE,Crossing,Modes,Northbound Crossing
2022-VETE-POVs,2022,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,1487847
2022-VETE-Pedestrians,2022,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,189724
2022-VETE-Railcars,2022,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Railcars,0
2022-WEST-Buses,2022,Rio Grande Valley,Brownsville,West Rail Bridge,Buses,0
2022-WEST-Trucks,2022,Rio Grande Valley,Brownsville,West Rail Bridge,Commercial Trucks,0
2022-WEST-POVs,2022,Rio Grande Valley,Brownsville,West Rail Bridge,Passenger Vehicles,0
2022-WEST-Pedestrians,2022,Rio Grande Valley,Brownsville,West Rail Bridge,Pedestrians/ Bicyclists,0
2022-WEST-Railcars,2022,Rio Grande Valley,Brownsville,West Rail Bridge,Railcars,83877
2022-ANZA-Buses,2022,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Buses,0
2022-ANZA-Trucks,2022,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Commercial Trucks,0
2022-ANZA-POVs,2022,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Passenger Vehicles,1338271
2022-ANZA-Pedestrians,2022,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Pedestrians/ Bicyclists,0
2022-ANZA-Railcars,2022,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Railcars,0
2022-MCAL-Buses,2022,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Buses,12239
2022-MCAL-Trucks,2022,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Commercial Trucks,0
2022-MCAL-POVs,2022,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Passenger Vehicles,2414883
2022-MCAL-Pedestrians,2022,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Pedestrians/ Bicyclists,2069123
2022-MCAL-Railcars,2022,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Railcars,0
2022-PHAR-Buses,2022,Rio Grande Valley,Hidalgo,Pharr International Bridge,Buses,0
2022-PHAR-Trucks,2022,Rio Grande Valley,Hidalgo,Pharr International Bridge,Commercial Trucks,673836
2022-PHAR-POVs,2022,Rio Grande Valley,Hidalgo,Pharr International Bridge,Passenger Vehicles,393295
2022-PHAR-Pedestrians,2022,Rio Grande Valley,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,0
2022-PHAR-Railcars,2022,Rio Grande Valley,Hidalgo,Pharr International Bridge,Railcars,0
2022-DONN-Buses,2022,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Buses,0
2022-DONN-Trucks,2022,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Commercial Trucks,0
2022-DONN-POVs,2022,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Passenger Vehicles,702987
2022-DONN-Pedestrians,2022,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Pedestrians/ Bicyclists,152
2022-DONN-Railcars,2022,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Railcars,0
2022-PROG-Buses,2022,Rio Grande Valley,Progreso,Progreso International Bridge,Buses,0
2022-PROG-Trucks,2022,Rio Grande Valley,Progreso,Progreso International Bridge,Commercial Trucks,45567
2022-PROG-POVs,2022,Rio Grande Valley,Progreso,Progreso International Bridge,Passenger Vehicles,540799
2022-PROG-Pedestrians,2022,Rio Grande Valley,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,1154772
2022-PROG-Railcars,2022,Rio Grande Valley,Progreso,Progreso International Bridge,Railcars,0
2022-LOSE-Buses,2022,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Buses,0
2022-LOSE-Trucks,2022,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,0
2022-LOSE-POVs,2022,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,40800
2022-LOSE-Pedestrians,2022,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,32456
2022-LOSE-Railcars,2022,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Railcars,0
2022-STAR-Buses,2022,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Buses,0
2022-STAR-Trucks,2022,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,51458
2022-STAR-POVs,2022,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,359114
2022-STAR-Pedestrians,2022,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,41905
2022-STAR-Railcars,2022,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Railcars,0
2022-LAKF-Buses,2022,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Buses,0
2022-LAKF-Trucks,2022,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,0
2022-LAKF-POVs,2022,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,119239
2022-LAKF-Pedestrians,2022,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,0
2022-LAKF-Railcars,2022,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Railcars,0
2022-ROMA-Buses,2022,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,228
2022-ROMA-Trucks,2022,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,39585
2022-ROMA-POVs,2022,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,605240
2022-ROMA-Pedestrians,2022,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,191421
2022-ROMA-Railcars,2022,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Railcars,0
2023-BRID-Buses,2023,El Paso,El Paso,Bridge of the Americas,Buses,7230
2023-BRID-Trucks,2023,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,89772
2023-BRID-POVs,2023,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,3901938
2023-BRID-Pedestrians,2023,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,1132592
2023-BRID-Railcars,2023,El Paso,El Paso,Bridge of the Americas,Railcars,0
2023-ELPA-Buses,2023,El Paso,El Paso,El Paso Railroad Bridges,Buses,0
2023-ELPA-Trucks,2023,El Paso,El Paso,El Paso Railroad Bridges,Commercial Trucks,0
2023-ELPA-POVs,2023,El Paso,El Paso,El Paso Railroad Bridges,Passenger Vehicles,0
2023-ELPA-Pedestrians,2023,El Paso,El Paso,El Paso Railroad Bridges,Pedestrians/ Bicyclists,0
2023-ELPA-Railcars,2023,El Paso,El Paso,El Paso Railroad Bridges,Railcars,112515
2023-GOOD-Buses,2023,El Paso,El Paso,Good Neighbor Bridge,Buses,0
2023-GOOD-Trucks,2023,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0
2023-GOOD-POVs,2023,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,1600478
2023-GOOD-Pedestrians,2023,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0
2023-GOOD-Railcars,2023,El Paso,El Paso,Good Neighbor Bridge,Railcars,0
2023-PASO-Buses,2023,El Paso,El Paso,Paso del Norte Bridge,Buses,4446
2023-PASO-Trucks,2023,El Paso,El Paso,Paso del Norte Bridge,Commercial Trucks,0
2023-PASO-POVs,2023,El Paso,El Paso,Paso del Norte Bridge,Passenger Vehicles,2719076
2023-PASO-Pedestrians,2023,El Paso,El Paso,Paso del Norte Bridge,Pedestrians/ Bicyclists,3124475
2023-PASO-Railcars,2023,El Paso,El Paso,Paso del Norte Bridge,Railcars,0
2023-FORT-Buses,2023,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Buses,0
2023-FORT-Trucks,2023,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Commercial Trucks,0
2023-FORT-POVs,2023,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Passenger Vehicles,92488
2023-FORT-Pedestrians,2023,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Pedestrians/ Bicyclists,1940
2023-FORT-Railcars,2023,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Railcars,0
2023-MARC-Buses,2023,El Paso,Marcelino Serna,Marcelino Serna Bridge,Buses,0
2023-MARC-Trucks,2023,El Paso,Marcelino Serna,Marcelino Serna Bridge,Commercial Trucks,7139
2023-MARC-POVs,2023,El Paso,Marcelino Serna,Marcelino Serna Bridge,Passenger Vehicles,416554
2023-MARC-Pedestrians,2023,El Paso,Marcelino Serna,Marcelino Serna Bridge,Pedestrians/ Bicyclists,36258
2023-MARC-Railcars,2023,El Paso,Marcelino Serna,Marcelino Serna Bridge,Railcars,0
2023-BOQU-Buses,2023,El Paso,Presidio,Boquillas,Buses,0
2023-BOQU-Trucks,2023,El Paso,Presidio,Boquillas,Commercial Trucks,0
2023-BOQU-POVs,2023,El Paso,Presidio,Boquillas,Passenger Vehicles,0
2023-BOQU-Pedestrians,2023,El Paso,Presidio,Boquillas,Pedestrians/ Bicyclists,21066
2023-BOQU-Railcars,2023,El Paso,Presidio,Boquillas,Railcars,0
2023-PRES-Buses,2023,El Paso,Presidio,Presidio-Ojinaga International Bridge,Buses,1354
2023-PRES-Trucks,2023,El Paso,Presidio,Presidio-Ojinaga International Bridge,Commercial Trucks,11395
2023-PRES-POVs,2023,El Paso,Presidio,Presidio-Ojinaga International Bridge,Passenger Vehicles,707428
2023-PRES-Pedestrians,2023,El Paso,Presidio,Presidio-Ojinaga International Bridge,Pedestrians/ Bicyclists,234902
2023-PRES-Railcars,2023,El Paso,Presidio,Presidio-Ojinaga International Bridge,Railcars,0
2023-YSLE-Buses,2023,El Paso,Ysleta,Ysleta Bridge,Buses,0
2023-YSLE-Trucks,2023,El Paso,Ysleta,Ysleta Bridge,Commercial Trucks,640667
2023-YSLE-POVs,2023,El Paso,Ysleta,Ysleta Bridge,Passenger Vehicles,3527633
2023-YSLE-Pedestrians,2023,El Paso,Ysleta,Ysleta Bridge,Pedestrians/ Bicyclists,1439537
2023-YSLE-Railcars,2023,El Paso,Ysleta,Ysleta Bridge,Railcars,0
2023-DELR-Buses,2023,Laredo,Del Rio,Del Rio International Bridge,Buses,1
2023-DELR-Trucks,2023,Laredo,Del Rio,Del Rio International Bridge,Commercial Trucks,78496
2023-DELR-POVs,2023,Laredo,Del Rio,Del Rio International Bridge,Passenger Vehicles,1648545
2023-DELR-Pedestrians,2023,Laredo,Del Rio,Del Rio International Bridge,Pedestrians/ Bicyclists,213026
2023-DELR-Railcars,2023,Laredo,Del Rio,Del Rio International Bridge,Railcars,0
2023-LAKA-Buses,2023,Laredo,Del Rio,Lake Amistad Dam Crossing,Buses,0
2023-LAKA-Trucks,2023,Laredo,Del Rio,Lake Amistad Dam Crossing,Commercial Trucks,0
2023-LAKA-POVs,2023,Laredo,Del Rio,Lake Amistad Dam Crossing,Passenger Vehicles,40230
2023-LAKA-Pedestrians,2023,Laredo,Del Rio,Lake Amistad Dam Crossing,Pedestrians/ Bicyclists,0
2023-LAKA-Railcars,2023,Laredo,Del Rio,Lake Amistad Dam Crossing,Railcars,0
2023-CAMI-Buses,2023,Laredo,Eagle Pass,Camino Real International Bridge,Buses,5973
2023-CAMI-Trucks,2023,Laredo,Eagle Pass,Camino Real International Bridge,Commercial Trucks,210711
2023-CAMI-POVs,2023,Laredo,Eagle Pass,Camino Real International Bridge,Passenger Vehicles,1718497
2023-CAMI-Pedestrians,2023,Laredo,Eagle Pass,Camino Real International Bridge,Pedestrians/ Bicyclists,377026
2023-CAMI-Railcars,2023,Laredo,Eagle Pass,Camino Real International Bridge,Railcars,0
2023-EAGL-Buses,2023,Laredo,Eagle Pass,Eagle Pass International Bridge,Buses,0
2023-EAGL-Trucks,2023,Laredo,Eagle Pass,Eagle Pass International Bridge,Commercial Trucks,0
2023-EAGL-POVs,2023,Laredo,Eagle Pass,Eagle Pass International Bridge,Passenger Vehicles,1075564
2023-EAGL-Pedestrians,2023,Laredo,Eagle Pass,Eagle Pass International Bridge,Pedestrians/ Bicyclists,560835
2023-EAGL-Railcars,2023,Laredo,Eagle Pass,Eagle Pass International Bridge,Railcars,0
2023-UNIO-Buses,2023,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Buses,0
2023-UNIO-Trucks,2023,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Commercial Trucks,0
2023-UNIO-POVs,2023,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Passenger Vehicles,0
2023-UNIO-Pedestrians,2023,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Pedestrians/ Bicyclists,0
2023-UNIO-Railcars,2023,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Railcars,309699
2023-CANA-Buses,2023,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Buses,0
2023-CANA-Trucks,2023,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Commercial Trucks,0
2023-CANA-POVs,2023,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Passenger Vehicles,0
2023-CANA-Pedestrians,2023,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Pedestrians/ Bicyclists,0
2023-CANA-Railcars,2023,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Railcars,531128
2023-COLO-Buses,2023,Laredo,Laredo,Colombia Solidarity Bridge,Buses,0
2023-COLO-Trucks,2023,Laredo,Laredo,Colombia Solidarity Bridge,Commercial Trucks,760855
2023-COLO-POVs,2023,Laredo,Laredo,Colombia Solidarity Bridge,Passenger Vehicles,330787
2023-COLO-Pedestrians,2023,Laredo,Laredo,Colombia Solidarity Bridge,Pedestrians/ Bicyclists,20798
2023-COLO-Railcars,2023,Laredo,Laredo,Colombia Solidarity Bridge,Railcars,0
2023-GTAB-Buses,2023,Laredo,Laredo,Gateway to the Americas Bridge,Buses,0
2023-GTAB-Trucks,2023,Laredo,Laredo,Gateway to the Americas Bridge,Commercial Trucks,0
2023-GTAB-POVs,2023,Laredo,Laredo,Gateway to the Americas Bridge,Passenger Vehicles,1508624
2023-GTAB-Pedestrians,2023,Laredo,Laredo,Gateway to the Americas Bridge,Pedestrians/ Bicyclists,2766951
2023-GTAB-Railcars,2023,Laredo,Laredo,Gateway to the Americas Bridge,Railcars,0
2023-JUAR-Buses,2023,Laredo,Laredo,Juárez-Lincoln International Bridge,Buses,31929
2023-JUAR-Trucks,2023,Laredo,Laredo,Juárez-Lincoln International Bridge,Commercial Trucks,0
2023-JUAR-POVs,2023,Laredo,Laredo,Juárez-Lincoln International Bridge,Passenger Vehicles,3068967
2023-JUAR-Pedestrians,2023,Laredo,Laredo,Juárez-Lincoln International Bridge,Pedestrians/ Bicyclists,0
2023-JUAR-Railcars,2023,Laredo,Laredo,Juárez-Lincoln International Bridge,Railcars,0
2023-WORL-Buses,2023,Laredo,Laredo,World Trade Bridge,Buses,0
2023-WORL-Trucks,2023,Laredo,Laredo,World Trade Bridge,Commercial Trucks,2175276
2023-WORL-POVs,2023,Laredo,Laredo,World Trade Bridge,Passenger Vehicles,0
2023-WORL-Pedestrians,2023,Laredo,Laredo,World Trade Bridge,Pedestrians/ Bicyclists,0
2023-WORL-Railcars,2023,Laredo,Laredo,World Trade Bridge,Railcars,0
2023-BROW-Buses,2023,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Buses,0
2023-BROW-Trucks,2023,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Commercial Trucks,0
2023-BROW-POVs,2023,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Passenger Vehicles,1351960
2023-BROW-Pedestrians,2023,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Pedestrians/ Bicyclists,661871
2023-BROW-Railcars,2023,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Railcars,0
2023-FREE-Buses,2023,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Buses,0
2023-FREE-Trucks,2023,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Commercial Trucks,92759
2023-FREE-POVs,2023,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Passenger Vehicles,673980
2023-FREE-Pedestrians,2023,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Pedestrians/ Bicyclists,34828
2023-FREE-Railcars,2023,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Railcars,0
2023-GATE-Buses,2023,Rio Grande Valley,Brownsville,Gateway International Bridge,Buses,0
2023-GATE-Trucks,2023,Rio Grande Valley,Brownsville,Gateway International Bridge,Commercial Trucks,0
2023-GATE-POVs,2023,Rio Grande Valley,Brownsville,Gateway International Bridge,Passenger Vehicles,1146027
2023-GATE-Pedestrians,2023,Rio Grande Valley,Brownsville,Gateway International Bridge,Pedestrians/ Bicyclists,1718125
2023-GATE-Railcars,2023,Rio Grande Valley,Brownsville,Gateway International Bridge,Railcars,0
2023-VETE-Buses,2023,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Buses,1897
2023-VETE-Trucks,2023,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Commercial Trucks,232466
2023-VETE-POVs,2023,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,1541355
2023-VETE-Pedestrians,2023,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,233141
2023-VETE-Railcars,2023,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Railcars,0
2023-WEST-Buses,2023,Rio Grande Valley,Brownsville,West Rail Bridge,Buses,0
2023-WEST-Trucks,2023,Rio Grande Valley,Brownsville,West Rail Bridge,Commercial Trucks,0
2023-WEST-POVs,2023,Rio Grande Valley,Brownsville,West Rail Bridge,Passenger Vehicles,0
2023-WEST-Pedestrians,2023,Rio Grande Valley,Brownsville,West Rail Bridge,Pedestrians/ Bicyclists,0
2023-WEST-Railcars,2023,Rio Grande Valley,Brownsville,West Rail Bridge,Railcars,93101
2023-ANZA-Buses,2023,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Buses,0
2023-ANZA-Trucks,2023,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Commercial Trucks,0
2023-ANZA-POVs,2023,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Passenger Vehicles,1601773
2023-ANZA-Pedestrians,2023,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Pedestrians/ Bicyclists,0
2023-ANZA-Railcars,2023,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Railcars,0
2023-MCAL-Buses,2023,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Buses,13451
2023-MCAL-Trucks,2023,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Commercial Trucks,0
2023-MCAL-POVs,2023,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Passenger Vehicles,2572772
2023-MCAL-Pedestrians,2023,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Pedestrians/ Bicyclists,2359430
2023-MCAL-Railcars,2023,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Railcars,0
2023-PHAR-Buses,2023,Rio Grande Valley,Hidalgo,Pharr International Bridge,Buses,0
2023-PHAR-Trucks,2023,Rio Grande Valley,Hidalgo,Pharr International Bridge,Commercial Trucks,708726
2023-PHAR-POVs,2023,Rio Grande Valley,Hidalgo,Pharr International Bridge,Passenger Vehicles,428767
2023-PHAR-Pedestrians,2023,Rio Grande Valley,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,0
2023-PHAR-Railcars,2023,Rio Grande Valley,Hidalgo,Pharr International Bridge,Railcars,0
2023-DONN-Buses,2023,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Buses,0
2023-DONN-Trucks,2023,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Commercial Trucks,0
2023-DONN-POVs,2023,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Passenger Vehicles,845697
2023-DONN-Pedestrians,2023,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Pedestrians/ Bicyclists,1596
2023-DONN-Railcars,2023,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Railcars,0
2023-PROG-Buses,2023,Rio Grande Valley,Progreso,Progreso International Bridge,Buses,0
2023-PROG-Trucks,2023,Rio Grande Valley,Progreso,Progreso International Bridge,Commercial Trucks,46520
2023-PROG-POVs,2023,Rio Grande Valley,Progreso,Progreso International Bridge,Passenger Vehicles,566270
2023-PROG-Pedestrians,2023,Rio Grande Valley,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,1160818
2023-PROG-Railcars,2023,Rio Grande Valley,Progreso,Progreso International Bridge,Railcars,0
2023-LOSE-Buses,2023,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Buses,0
2023-LOSE-Trucks,2023,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,0
2023-LOSE-POVs,2023,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,34561
2023-LOSE-Pedestrians,2023,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,30316
2023-LOSE-Railcars,2023,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Railcars,0
2023-STAR-Buses,2023,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Buses,0
2023-STAR-Trucks,2023,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,43557
2023-STAR-POVs,2023,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,400753
2023-STAR-Pedestrians,2023,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,44492
2023-STAR-Railcars,2023,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Railcars,0
2023-LAKF-Buses,2023,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Buses,0
2023-LAKF-Trucks,2023,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,0
2023-LAKF-POVs,2023,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,133007
2023-LAKF-Pedestrians,2023,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,0
2023-LAKF-Railcars,2023,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Railcars,0
2023-ROMA-Buses,2023,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,559
2023-ROMA-Trucks,2023,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,42449
2023-ROMA-POVs,2023,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,673029
2023-ROMA-Pedestrians,2023,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,200109
2023-ROMA-Railcars,2023,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Railcars,0
2024-BRID-Buses,2024,El Paso,El Paso,Bridge of the Americas,Buses,10481
2024-BRID-Trucks,2024,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,133841
2024-BRID-POVs,2024,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,3342622
2024-BRID-Pedestrians,2024,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,1254206
2024-BRID-Railcars,2024,El Paso,El Paso,Bridge of the Americas,Railcars,0
2024-ELPA-Buses,2024,El Paso,El Paso,El Paso Railroad Bridges,Buses,0
2024-ELPA-Trucks,2024,El Paso,El Paso,El Paso Railroad Bridges,Commercial Trucks,0
2024-ELPA-POVs,2024,El Paso,El Paso,El Paso Railroad Bridges,Passenger Vehicles,0
2024-ELPA-Pedestrians,2024,El Paso,El Paso,El Paso Railroad Bridges,Pedestrians/ Bicyclists,0
2024-ELPA-Railcars,2024,El Paso,El Paso,El Paso Railroad Bridges,Railcars,129662
2024-GOOD-Buses,2024,El Paso,El Paso,Good Neighbor Bridge,Buses,0
2024-GOOD-Trucks,2024,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0
2024-GOOD-POVs,2024,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,1727411
2024-GOOD-Pedestrians,2024,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0
2024-GOOD-Railcars,2024,El Paso,El Paso,Good Neighbor Bridge,Railcars,0
2024-PASO-Buses,2024,El Paso,El Paso,Paso del Norte Bridge,Buses,4423
2024-PASO-Trucks,2024,El Paso,El Paso,Paso del Norte Bridge,Commercial Trucks,0
2024-PASO-POVs,2024,El Paso,El Paso,Paso del Norte Bridge,Passenger Vehicles,2681194
2024-PASO-Pedestrians,2024,El Paso,El Paso,Paso del Norte Bridge,Pedestrians/ Bicyclists,3536801
2024-PASO-Railcars,2024,El Paso,El Paso,Paso del Norte Bridge,Railcars,0
2024-FORT-Buses,2024,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Buses,0
2024-FORT-Trucks,2024,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Commercial Trucks,0
2024-FORT-POVs,2024,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Passenger Vehicles,112480
2024-FORT-Pedestrians,2024,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Pedestrians/ Bicyclists,2144
2024-FORT-Railcars,2024,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Railcars,0
2024-MARC-Buses,2024,El Paso,Marcelino Serna,Marcelino Serna Bridge,Buses,0
2024-MARC-Trucks,2024,El Paso,Marcelino Serna,Marcelino Serna Bridge,Commercial Trucks,20795
2024-MARC-POVs,2024,El Paso,Marcelino Serna,Marcelino Serna Bridge,Passenger Vehicles,622103
2024-MARC-Pedestrians,2024,El Paso,Marcelino Serna,Marcelino Serna Bridge,Pedestrians/ Bicyclists,56808
2024-MARC-Railcars,2024,El Paso,Marcelino Serna,Marcelino Serna Bridge,Railcars,0
2024-BOQU-Buses,2024,El Paso,Presidio,Boquillas,Buses,0
2024-BOQU-Trucks,2024,El Paso,Presidio,Boquillas,Commercial Trucks,0
2024-BOQU-POVs,2024,El Paso,Presidio,Boquillas,Passenger Vehicles,0
2024-BOQU-Pedestrians,2024,El Paso,Presidio,Boquillas,Pedestrians/ Bicyclists,23621
2024-BOQU-Railcars,2024,El Paso,Presidio,Boquillas,Railcars,0
2024-PRES-Buses,2024,El Paso,Presidio,Presidio-Ojinaga International Bridge,Buses,1471
2024-PRES-Trucks,2024,El Paso,Presidio,Presidio-Ojinaga International Bridge,Commercial Trucks,11669
2024-PRES-POVs,2024,El Paso,Presidio,Presidio-Ojinaga International Bridge,Passenger Vehicles,736605
2024-PRES-Pedestrians,2024,El Paso,Presidio,Presidio-Ojinaga International Bridge,Pedestrians/ Bicyclists,211032
2024-PRES-Railcars,2024,El Paso,Presidio,Presidio-Ojinaga International Bridge,Railcars,0
2024-YSLE-Buses,2024,El Paso,Ysleta,Ysleta Bridge,Buses,0
