ID,Year,Region,POE,Crossing,Modes,Northbound Crossing
2012-EAGL-Trucks,2012,Laredo,Eagle Pass,Eagle Pass International Bridge,Commercial Trucks,0
2012-EAGL-POVs,2012,Laredo,Eagle Pass,Eagle Pass International Bridge,Passenger Vehicles,1094970
2012-EAGL-Pedestrians,2012,Laredo,Eagle Pass,Eagle Pass International Bridge,Pedestrians/ Bicyclists,614302
2012-EAGL-Railcars,2012,Laredo,Eagle Pass,Eagle Pass International Bridge,Railcars,0
2012-UNIO-Buses,2012,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Buses,0
2012-UNIO-Trucks,2012,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Commercial Trucks,0
2012-UNIO-POVs,2012,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Passenger Vehicles,0
2012-UNIO-Pedestrians,2012,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Pedestrians/ Bicyclists,0
2012-UNIO-Railcars,2012,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Railcars,207350
2012-CANA-Buses,2012,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Buses,0
2012-CANA-Trucks,2012,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Commercial Trucks,0
2012-CANA-POVs,2012,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Passenger Vehicles,0
2012-CANA-Pedestrians,2012,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Pedestrians/ Bicyclists,0
2012-CANA-Railcars,2012,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Railcars,396836
2012-COLO-Buses,2012,Laredo,Laredo,Colombia Solidarity Bridge,Buses,0
2012-COLO-Trucks,2012,Laredo,Laredo,Colombia Solidarity Bridge,Commercial Trucks,382401
2012-COLO-POVs,2012,Laredo,Laredo,Colombia Solidarity Bridge,Passenger Vehicles,190079
2012-COLO-Pedestrians,2012,Laredo,Laredo,Colombia Solidarity Bridge,Pedestrians/ Bicyclists,7478
2012-COLO-Railcars,2012,Laredo,Laredo,Colombia Solidarity Bridge,Railcars,0
2012-GTAB-Buses,2012,Laredo,Laredo,Gateway to the Americas Bridge,Buses,0
2012-GTAB-Trucks,2012,Laredo,Laredo,Gateway to the Americas Bridge,Commercial Trucks,0
2012-GTAB-POVs,2012,Laredo,Laredo,Gateway to the Americas Bridge,Passenger Vehicles,895779
2012-GTAB-Pedestrians,2012,Laredo,Laredo,Gateway to the Americas Bridge,Pedestrians/ Bicyclists,3097290
2012-GTAB-Railcars,2012,Laredo,Laredo,Gateway to the Americas Bridge,Railcars,0
2012-JUAR-Buses,2012,Laredo,Laredo,Juárez-Lincoln International Bridge,Buses,38368
2012-JUAR-Trucks,2012,Laredo,Laredo,Juárez-Lincoln International Bridge,Commercial Trucks,0
2012-JUAR-POVs,2012,Laredo,Laredo,Juárez-Lincoln International Bridge,Passenger Vehicles,3354549
2012-JUAR-Pedestrians,2012,Laredo,Laredo,Juárez-Lincoln International Bridge,Pedestrians/ Bicyclists,0
2012-JUAR-Railcars,2012,Laredo,Laredo,Juárez-Lincoln International Bridge,Railcars,0
2012-WORL-Buses,2012,Laredo,Laredo,World Trade Bridge,Buses,0
2012-WORL-Trucks,2012,Laredo,Laredo,World Trade Bridge,Commercial Trucks,1399068
2012-WORL-POVs,2012,Laredo,Laredo,World Trade Bridge,Passenger Vehicles,0
2012-WORL-Pedestrians,2012,Laredo,Laredo,World Trade Bridge,Pedestrians/ Bicyclists,101604
2012-WORL-Railcars,2012,Laredo,Laredo,World Trade Bridge,Railcars,0
2012-BROW-Buses,2012,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Buses,0
2012-BROW-Trucks,2012,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Commercial Trucks,0
2012-BROW-POVs,2012,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Passenger Vehicles,1294961
2012-BROW-Pedestrians,2012,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Pedestrians/ Bicyclists,468910
2012-BROW-Railcars,2012,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Railcars,0
2012-FREE-Buses,2012,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Buses,0
2012-FREE-Trucks,2012,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Commercial Trucks,27300
2012-FREE-POVs,2012,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Passenger Vehicles,418275
2012-FREE-Pedestrians,2012,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Pedestrians/ Bicyclists,5841
2012-FREE-Railcars,2012,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Railcars,0
2012-GATE-Buses,2012,Rio Grande Valley,Brownsville,Gateway International Bridge,Buses,0
2012-GATE-Trucks,2012,Rio Grande Valley,Brownsville,Gateway International Bridge,Commercial Trucks,0
2012-GATE-POVs,2012,Rio Grande Valley,Brownsville,Gateway International Bridge,Passenger Vehicles,1278883
2012-GATE-Pedestrians,2012,Rio Grande Valley,Brownsville,Gateway International Bridge,Pedestrians/ Bicyclists,1568222
2012-GATE-Railcars,2012,Rio Grande Valley,Brownsville,Gateway International Bridge,Railcars,0
2012-VETE-Buses,2012,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Buses,7880
2012-VETE-Trucks,2012,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Commercial Trucks,190204
2012-VETE-POVs,2012,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,1269928
2012-VETE-Pedestrians,2012,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,64172
2012-VETE-Railcars,2012,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Railcars,0
2012-WEST-Buses,2012,Rio Grande Valley,Brownsville,West Rail Bridge,Buses,0
2012-WEST-Trucks,2012,Rio Grande Valley,Brownsville,West Rail Bridge,Commercial Trucks,0
2012-WEST-POVs,2012,Rio Grande Valley,Brownsville,West Rail Bridge,Passenger Vehicles,0
2012-WEST-Pedestrians,2012,Rio Grande Valley,Brownsville,West Rail Bridge,Pedestrians/ Bicyclists,0
2012-WEST-Railcars,2012,Rio Grande Valley,Brownsville,West Rail Bridge,Railcars,54602
2012-ANZA-Buses,2012,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Buses,349
2012-ANZA-Trucks,2012,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Commercial Trucks,0
2012-ANZA-POVs,2012,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Passenger Vehicles,1073619
2012-ANZA-Pedestrians,2012,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Pedestrians/ Bicyclists,0
2012-ANZA-Railcars,2012,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Railcars,0
2012-MCAL-Buses,2012,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Buses,19698
2012-MCAL-Trucks,2012,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Commercial Trucks,0
2012-MCAL-POVs,2012,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Passenger Vehicles,2552452
2012-MCAL-Pedestrians,2012,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Pedestrians/ Bicyclists,1919346
2012-MCAL-Railcars,2012,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Railcars,0
2012-PHAR-Buses,2012,Rio Grande Valley,Hidalgo,Pharr International Bridge,Buses,20
2012-PHAR-Trucks,2012,Rio Grande Valley,Hidalgo,Pharr International Bridge,Commercial Trucks,479530
2012-PHAR-POVs,2012,Rio Grande Valley,Hidalgo,Pharr International Bridge,Passenger Vehicles,1268415
2012-PHAR-Pedestrians,2012,Rio Grande Valley,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,154127
2012-PHAR-Railcars,2012,Rio Grande Valley,Hidalgo,Pharr International Bridge,Railcars,0
2012-DONN-Buses,2012,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Buses,0
2012-DONN-Trucks,2012,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Commercial Trucks,0
2012-DONN-POVs,2012,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Passenger Vehicles,487617
2012-DONN-Pedestrians,2012,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Pedestrians/ Bicyclists,0
2012-DONN-Railcars,2012,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Railcars,0
2012-PROG-Buses,2012,Rio Grande Valley,Progreso,Progreso International Bridge,Buses,1
2012-PROG-Trucks,2012,Rio Grande Valley,Progreso,Progreso International Bridge,Commercial Trucks,44300
2012-PROG-POVs,2012,Rio Grande Valley,Progreso,Progreso International Bridge,Passenger Vehicles,466544
2012-PROG-Pedestrians,2012,Rio Grande Valley,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,827708
2012-PROG-Railcars,2012,Rio Grande Valley,Progreso,Progreso International Bridge,Railcars,0
2012-LOSE-Buses,2012,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Buses,0
2012-LOSE-Trucks,2012,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,0
2012-LOSE-POVs,2012,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,40434
2012-LOSE-Pedestrians,2012,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,22640
2012-LOSE-Railcars,2012,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Railcars,0
2012-STAR-Buses,2012,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Buses,0
2012-STAR-Trucks,2012,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,29160
2012-STAR-POVs,2012,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,307372
2012-STAR-Pedestrians,2012,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,24634
2012-STAR-Railcars,2012,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Railcars,0
2012-LAKF-Buses,2012,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Buses,0
2012-LAKF-Trucks,2012,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,0
2012-LAKF-POVs,2012,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,68387
2012-LAKF-Pedestrians,2012,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,0
2012-LAKF-Railcars,2012,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Railcars,0
2012-ROMA-Buses,2012,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,486
2012-ROMA-Trucks,2012,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,7123
2012-ROMA-POVs,2012,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,617848
2012-ROMA-Pedestrians,2012,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,266021
2012-ROMA-Railcars,2012,Rio Grande Valley,Roma,Roma-Ciudad Miguel Alemán International Bridge,Railcars,0
2013-BRID-Buses,2013,El Paso,El Paso,Bridge of the Americas,Buses,9855
2013-BRID-Trucks,2013,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,315043
2013-BRID-POVs,2013,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,3588494
2013-BRID-Pedestrians,2013,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,891230
2013-BRID-Railcars,2013,El Paso,El Paso,Bridge of the Americas,Railcars,0
2013-ELPA-Buses,2013,El Paso,El Paso,El Paso Railroad Bridges,Buses,0
2013-ELPA-Trucks,2013,El Paso,El Paso,El Paso Railroad Bridges,Commercial Trucks,0
2013-ELPA-POVs,2013,El Paso,El Paso,El Paso Railroad Bridges,Passenger Vehicles,0
2013-ELPA-Pedestrians,2013,El Paso,El Paso,El Paso Railroad Bridges,Pedestrians/ Bicyclists,0
2013-ELPA-Railcars,2013,El Paso,El Paso,El Paso Railroad Bridges,Railcars,78637
2013-GOOD-Buses,2013,El Paso,El Paso,Good Neighbor Bridge,Buses,0
2013-GOOD-Trucks,2013,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0
2013-GOOD-POVs,2013,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,1154056
2013-GOOD-Pedestrians,2013,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0
2013-GOOD-Railcars,2013,El Paso,El Paso,Good Neighbor Bridge,Railcars,0
2013-PASO-Buses,2013,El Paso,El Paso,Paso del Norte Bridge,Buses,11619
2013-PASO-Trucks,2013,El Paso,El Paso,Paso del Norte Bridge,Commercial Trucks,0
2013-PASO-POVs,2013,El Paso,El Paso,Paso del Norte Bridge,Passenger Vehicles,2318028
2013-PASO-Pedestrians,2013,El Paso,El Paso,Paso del Norte Bridge,Pedestrians/ Bicyclists,4250302
2013-PASO-Railcars,2013,El Paso,El Paso,Paso del Norte Bridge,Railcars,0
2013-FORT-Buses,2013,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Buses,0
2013-FORT-Trucks,2013,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Commercial Trucks,0
2013-FORT-POVs,2013,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Passenger Vehicles,74208
2013-FORT-Pedestrians,2013,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Pedestrians/ Bicyclists,3532
2013-FORT-Railcars,2013,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Railcars,0
2013-MARC-Buses,2013,El Paso,Marcelino Serna,Marcelino Serna Bridge,Buses,0
2013-MARC-Trucks,2013,El Paso,Marcelino Serna,Marcelino Serna Bridge,Commercial Trucks,0
2013-MARC-POVs,2013,El Paso,Marcelino Serna,Marcelino Serna Bridge,Passenger Vehicles,220088
2013-MARC-Pedestrians,2013,El Paso,Marcelino Serna,Marcelino Serna Bridge,Pedestrians/ Bicyclists,65201
2013-MARC-Railcars,2013,El Paso,Marcelino Serna,Marcelino Serna Bridge,Railcars,0
2013-PRES-Buses,2013,El Paso,Presidio,Presidio-Ojinaga International Bridge,Buses,430
2013-PRES-Trucks,2013,El Paso,Presidio,Presidio-Ojinaga International Bridge,Commercial Trucks,9506
2013-PRES-POVs,2013,El Paso,Presidio,Presidio-Ojinaga International Bridge,Passenger Vehicles,603328
2013-PRES-Pedestrians,2013,El Paso,Presidio,Presidio-Ojinaga International Bridge,Pedestrians/ Bicyclists,65803
2013-PRES-Railcars,2013,El Paso,Presidio,Presidio-Ojinaga International Bridge,Railcars,0
2013-YSLE-Buses,2013,El Paso,Ysleta,Ysleta Bridge,Buses,0
2013-YSLE-Trucks,2013,El Paso,Ysleta,Ysleta Bridge,Commercial Trucks,424596
2013-YSLE-POVs,2013,El Paso,Ysleta,Ysleta Bridge,Passenger Vehicles,3584141
2013-YSLE-Pedestrians,2013,El Paso,Ysleta,Ysleta Bridge,Pedestrians/ Bicyclists,927948
2013-YSLE-Railcars,2013,El Paso,Ysleta,Ysleta Bridge,Railcars,0
2013-DELR-Buses,2013,Laredo,Del Rio,Del Rio International Bridge,Buses,0
2013-DELR-Trucks,2013,Laredo,Del Rio,Del Rio International Bridge,Commercial Trucks,67718
2013-DELR-POVs,2013,Laredo,Del Rio,Del Rio International Bridge,Passenger Vehicles,1217032
2013-DELR-Pedestrians,2013,Laredo,Del Rio,Del Rio International Bridge,Pedestrians/ Bicyclists,100423
2013-DELR-Railcars,2013,Laredo,Del Rio,Del Rio International Bridge,Railcars,0
2013-LAKA-Buses,2013,Laredo,Del Rio,Lake Amistad Dam Crossing,Buses,0
2013-LAKA-Trucks,2013,Laredo,Del Rio,Lake Amistad Dam Crossing,Commercial Trucks,0
2013-LAKA-POVs,2013,Laredo,Del Rio,Lake Amistad Dam Crossing,Passenger Vehicles,48747
2013-LAKA-Pedestrians,2013,Laredo,Del Rio,Lake Amistad Dam Crossing,Pedestrians/ Bicyclists,0
2013-LAKA-Railcars,2013,Laredo,Del Rio,Lake Amistad Dam Crossing,Railcars,0
2013-CAMI-Buses,2013,Laredo,Eagle Pass,Camino Real International Bridge,Buses,927
2013-CAMI-Trucks,2013,Laredo,Eagle Pass,Camino Real International Bridge,Commercial Trucks,118363
2013-CAMI-POVs,2013,Laredo,Eagle Pass,Camino Real International Bridge,Passenger Vehicles,1232122
2013-CAMI-Pedestrians,2013,Laredo,Eagle Pass,Camino Real International Bridge,Pedestrians/ Bicyclists,145178
2013-CAMI-Railcars,2013,Laredo,Eagle Pass,Camino Real International Bridge,Railcars,0
2013-EAGL-Buses,2013,Laredo,Eagle Pass,Eagle Pass International Bridge,Buses,0
2013-EAGL-Trucks,2013,Laredo,Eagle Pass,Eagle Pass International Bridge,Commercial Trucks,0
2013-EAGL-POVs,2013,Laredo,Eagle Pass,Eagle Pass International Bridge,Passenger Vehicles,1129325
2013-EAGL-Pedestrians,2013,Laredo,Eagle Pass,Eagle Pass International Bridge,Pedestrians/ Bicyclists,658268
2013-EAGL-Railcars,2013,Laredo,Eagle Pass,Eagle Pass International Bridge,Railcars,0
2013-UNIO-Buses,2013,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Buses,0
2013-UNIO-Trucks,2013,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Commercial Trucks,0
2013-UNIO-POVs,2013,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Passenger Vehicles,0
2013-UNIO-Pedestrians,2013,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Pedestrians/ Bicyclists,0
2013-UNIO-Railcars,2013,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Railcars,201107
2013-CANA-Buses,2013,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Buses,0
2013-CANA-Trucks,2013,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Commercial Trucks,0
2013-CANA-POVs,2013,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Passenger Vehicles,0
2013-CANA-Pedestrians,2013,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Pedestrians/ Bicyclists,0
2013-CANA-Railcars,2013,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Railcars,411737
2013-COLO-Buses,2013,Laredo,Laredo,Colombia Solidarity Bridge,Buses,0
2013-COLO-Trucks,2013,Laredo,Laredo,Colombia Solidarity Bridge,Commercial Trucks,365891
2013-COLO-POVs,2013,Laredo,Laredo,Colombia Solidarity Bridge,Passenger Vehicles,199971
2013-COLO-Pedestrians,2013,Laredo,Laredo,Colombia Solidarity Bridge,Pedestrians/ Bicyclists,9460
2013-COLO-Railcars,2013,Laredo,Laredo,Colombia Solidarity Bridge,Railcars,0
2013-GTAB-Buses,2013,Laredo,Laredo,Gateway to the Americas Bridge,Buses,0
2013-GTAB-Trucks,2013,Laredo,Laredo,Gateway to the Americas Bridge,Commercial Trucks,0
2013-GTAB-POVs,2013,Laredo,Laredo,Gateway to the Americas Bridge,Passenger Vehicles,947848
2013-GTAB-Pedestrians,2013,Laredo,Laredo,Gateway to the Americas Bridge,Pedestrians/ Bicyclists,3428052
2013-GTAB-Railcars,2013,Laredo,Laredo,Gateway to the Americas Bridge,Railcars,0
2013-JUAR-Buses,2013,Laredo,Laredo,Juárez-Lincoln International Bridge,Buses,38017
2013-JUAR-Trucks,2013,Laredo,Laredo,Juárez-Lincoln International Bridge,Commercial Trucks,0
2013-JUAR-POVs,2013,Laredo,Laredo,Juárez-Lincoln International Bridge,Passenger Vehicles,3875366
2013-JUAR-Pedestrians,2013,Laredo,Laredo,Juárez-Lincoln International Bridge,Pedestrians/ Bicyclists,0
2013-JUAR-Railcars,2013,Laredo,Laredo,Juárez-Lincoln International Bridge,Railcars,0
2013-WORL-Buses,2013,Laredo,Laredo,World Trade Bridge,Buses,0
2013-WORL-Trucks,2013,Laredo,Laredo,World Trade Bridge,Commercial Trucks,1480391
2013-WORL-POVs,2013,Laredo,Laredo,World Trade Bridge,Passenger Vehicles,0
2013-WORL-Pedestrians,2013,Laredo,Laredo,World Trade Bridge,Pedestrians/ Bicyclists,121148
2013-WORL-Railcars,2013,Laredo,Laredo,World Trade Bridge,Railcars,0
2013-BROW-Buses,2013,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Buses,0
2013-BROW-Trucks,2013,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Commercial Trucks,0
2013-BROW-POVs,2013,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Passenger Vehicles,1422851
2013-BROW-Pedestrians,2013,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Pedestrians/ Bicyclists,458450
2013-BROW-Railcars,2013,Rio Grande Valley,Brownsville,Brownsville & Matamoros Express Bridge,Railcars,0
2013-FREE-Buses,2013,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Buses,0
2013-FREE-Trucks,2013,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Commercial Trucks,31140
2013-FREE-POVs,2013,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Passenger Vehicles,413010
2013-FREE-Pedestrians,2013,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Pedestrians/ Bicyclists,7669
2013-FREE-Railcars,2013,Rio Grande Valley,Brownsville,Free Trade International Bridge (Los Indios),Railcars,0
2013-GATE-Buses,2013,Rio Grande Valley,Brownsville,Gateway International Bridge,Buses,0
2013-GATE-Trucks,2013,Rio Grande Valley,Brownsville,Gateway International Bridge,Commercial Trucks,0
2013-GATE-POVs,2013,Rio Grande Valley,Brownsville,Gateway International Bridge,Passenger Vehicles,1232634
2013-GATE-Pedestrians,2013,Rio Grande Valley,Brownsville,Gateway International Bridge,Pedestrians/ Bicyclists,1591064
2013-GATE-Railcars,2013,Rio Grande Valley,Brownsville,Gateway International Bridge,Railcars,0
2013-VETE-Buses,2013,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Buses,8443
2013-VETE-Trucks,2013,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Commercial Trucks,177008
2013-VETE-POVs,2013,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,1208857
2013-VETE-Pedestrians,2013,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,68293
2013-VETE-Railcars,2013,Rio Grande Valley,Brownsville,Veterans International Bridge at Los Tomates,Railcars,0
2013-WEST-Buses,2013,Rio Grande Valley,Brownsville,West Rail Bridge,Buses,0
2013-WEST-Trucks,2013,Rio Grande Valley,Brownsville,West Rail Bridge,Commercial Trucks,0
2013-WEST-POVs,2013,Rio Grande Valley,Brownsville,West Rail Bridge,Passenger Vehicles,0
2013-WEST-Pedestrians,2013,Rio Grande Valley,Brownsville,West Rail Bridge,Pedestrians/ Bicyclists,0
2013-WEST-Railcars,2013,Rio Grande Valley,Brownsville,West Rail Bridge,Railcars,44692
2013-ANZA-Buses,2013,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Buses,186
2013-ANZA-Trucks,2013,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Commercial Trucks,0
2013-ANZA-POVs,2013,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Passenger Vehicles,1156236
2013-ANZA-Pedestrians,2013,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Pedestrians/ Bicyclists,0
2013-ANZA-Railcars,2013,Rio Grande Valley,Hidalgo,Anzalduas International Bridge,Railcars,0
2013-MCAL-Buses,2013,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Buses,22318
2013-MCAL-Trucks,2013,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Commercial Trucks,0
2013-MCAL-POVs,2013,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Passenger Vehicles,2329078
2013-MCAL-Pedestrians,2013,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Pedestrians/ Bicyclists,1898311
2013-MCAL-Railcars,2013,Rio Grande Valley,Hidalgo,McAllen-Hidalgo International Bridge,Railcars,0
2013-PHAR-Buses,2013,Rio Grande Valley,Hidalgo,Pharr International Bridge,Buses,17
2013-PHAR-Trucks,2013,Rio Grande Valley,Hidalgo,Pharr International Bridge,Commercial Trucks,510706
2013-PHAR-POVs,2013,Rio Grande Valley,Hidalgo,Pharr International Bridge,Passenger Vehicles,1282942
2013-PHAR-Pedestrians,2013,Rio Grande Valley,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,163684
2013-PHAR-Railcars,2013,Rio Grande Valley,Hidalgo,Pharr International Bridge,Railcars,0
2013-DONN-Buses,2013,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Buses,0
2013-DONN-Trucks,2013,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Commercial Trucks,0
2013-DONN-POVs,2013,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Passenger Vehicles,582940
2013-DONN-Pedestrians,2013,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Pedestrians/ Bicyclists,0
2013-DONN-Railcars,2013,Rio Grande Valley,Progreso,Donna-Rio Bravo International Bridge,Railcars,0
2013-PROG-Buses,2013,Rio Grande Valley,Progreso,Progreso International Bridge,Buses,1
2013-PROG-Trucks,2013,Rio Grande Valley,Progreso,Progreso International Bridge,Commercial Trucks,42761
2013-PROG-POVs,2013,Rio Grande Valley,Progreso,Progreso International Bridge,Passenger Vehicles,496731
2013-PROG-Pedestrians,2013,Rio Grande Valley,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,757381
2013-PROG-Railcars,2013,Rio Grande Valley,Progreso,Progreso International Bridge,Railcars,0
2013-LOSE-Buses,2013,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Buses,0
2013-LOSE-Trucks,2013,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,0
2013-LOSE-POVs,2013,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,33442
2013-LOSE-Pedestrians,2013,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,28465
2013-LOSE-Railcars,2013,Rio Grande Valley,Rio Grande City,Los Ebanos Ferry,Railcars,0
2013-STAR-Buses,2013,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Buses,0
2013-STAR-Trucks,2013,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,27120
2013-STAR-POVs,2013,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,316612
2013-STAR-Pedestrians,2013,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,24593
2013-STAR-Railcars,2013,Rio Grande Valley,Rio Grande City,Starr-Camargo Bridge,Railcars,0
2013-LAKF-Buses,2013,Rio Grande Valley,Roma,Lake Falcon Dam International Crossing,Buses,0
