Year,Month,Region,POE,Crossing,Modes,source,Northbound Crossing
2025,10,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,LRD_RVG_xlsx,65095
2025,10,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,17923
2025,11,Laredo,Del Rio,Del Rio International Bridge,Buses,LRD_RVG_xlsx,0
2025,11,Laredo,Del Rio,Del Rio International Bridge,Commercial Trucks,LRD_RVG_xlsx,6120
2025,11,Laredo,Del Rio,Del Rio International Bridge,Passenger Vehicles,LRD_RVG_xlsx,142125
2025,11,Laredo,Del Rio,Del Rio International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,19563
2025,11,Laredo,Del Rio,Lake Amistad Dam Crossing,Buses,LRD_RVG_xlsx,0
2025,11,Laredo,Del Rio,Lake Amistad Dam Crossing,Commercial Trucks,LRD_RVG_xlsx,0
2025,11,Laredo,Del Rio,Lake Amistad Dam Crossing,Passenger Vehicles,LRD_RVG_xlsx,9136
2025,11,Laredo,Del Rio,Lake Amistad Dam Crossing,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,11,Laredo,Eagle Pass,Camino Real International Bridge,Buses,LRD_RVG_xlsx,649
2025,11,Laredo,Eagle Pass,Camino Real International Bridge,Commercial Trucks,LRD_RVG_xlsx,27587
2025,11,Laredo,Eagle Pass,Camino Real International Bridge,Passenger Vehicles,LRD_RVG_xlsx,153435
2025,11,Laredo,Eagle Pass,Camino Real International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,41115
2025,11,Laredo,Eagle Pass,Eagle Pass International Bridge,Buses,LRD_RVG_xlsx,1
2025,11,Laredo,Eagle Pass,Eagle Pass International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,11,Laredo,Eagle Pass,Eagle Pass International Bridge,Passenger Vehicles,LRD_RVG_xlsx,60522
2025,11,Laredo,Eagle Pass,Eagle Pass International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,74855
2025,11,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Railcars,LRD_RVG_xlsx,39617
2025,11,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Railcars,LRD_RVG_xlsx,39576
2025,11,Laredo,Laredo,Colombia Solidarity Bridge,Buses,LRD_RVG_xlsx,0
2025,11,Laredo,Laredo,Colombia Solidarity Bridge,Commercial Trucks,LRD_RVG_xlsx,56385
2025,11,Laredo,Laredo,Colombia Solidarity Bridge,Passenger Vehicles,LRD_RVG_xlsx,46570
2025,11,Laredo,Laredo,Colombia Solidarity Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,1334
2025,11,Laredo,Laredo,Gateway to the Americas Bridge,Buses,LRD_RVG_xlsx,0
2025,11,Laredo,Laredo,Gateway to the Americas Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,11,Laredo,Laredo,Gateway to the Americas Bridge,Passenger Vehicles,LRD_RVG_xlsx,145730
2025,11,Laredo,Laredo,Gateway to the Americas Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,272813
2025,11,Laredo,Laredo,Juárez-Lincoln International Bridge,Buses,LRD_RVG_xlsx,2257
2025,11,Laredo,Laredo,Juárez-Lincoln International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,11,Laredo,Laredo,Juárez-Lincoln International Bridge,Passenger Vehicles,LRD_RVG_xlsx,248178
2025,11,Laredo,Laredo,Juárez-Lincoln International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,11,Laredo,Laredo,World Trade Bridge,Buses,LRD_RVG_xlsx,0
2025,11,Laredo,Laredo,World Trade Bridge,Commercial Trucks,LRD_RVG_xlsx,173245
2025,11,Laredo,Laredo,World Trade Bridge,Passenger Vehicles,LRD_RVG_xlsx,0
2025,11,Laredo,Laredo,World Trade Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,11,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Buses,LRD_RVG_xlsx,0
2025,11,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,11,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Passenger Vehicles,LRD_RVG_xlsx,135409
2025,11,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,59140
2025,11,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Buses,LRD_RVG_xlsx,0
2025,11,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Commercial Trucks,LRD_RVG_xlsx,4583
2025,11,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Passenger Vehicles,LRD_RVG_xlsx,50726
2025,11,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Pedestrians/ Bicyclists,LRD_RVG_xlsx,2428
2025,11,Pharr,Brownsville,Gateway International Bridge,Buses,LRD_RVG_xlsx,0
2025,11,Pharr,Brownsville,Gateway International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,11,Pharr,Brownsville,Gateway International Bridge,Passenger Vehicles,LRD_RVG_xlsx,81994
2025,11,Pharr,Brownsville,Gateway International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,156780
2025,11,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Buses,LRD_RVG_xlsx,270
2025,11,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Commercial Trucks,LRD_RVG_xlsx,17069
2025,11,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,LRD_RVG_xlsx,154406
2025,11,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,LRD_RVG_xlsx,13032
2025,11,Pharr,Brownsville,West Rail Bridge,Railcars,LRD_RVG_xlsx,7549
2025,11,Pharr,Hidalgo,Anzalduas International Bridge,Buses,LRD_RVG_xlsx,0
2025,11,Pharr,Hidalgo,Anzalduas International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,11,Pharr,Hidalgo,Anzalduas International Bridge,Passenger Vehicles,LRD_RVG_xlsx,133774
2025,11,Pharr,Hidalgo,Anzalduas International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,11,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Buses,LRD_RVG_xlsx,708
2025,11,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,11,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Passenger Vehicles,LRD_RVG_xlsx,183713
2025,11,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,211733
2025,11,Pharr,Hidalgo,Pharr International Bridge,Buses,LRD_RVG_xlsx,0
2025,11,Pharr,Hidalgo,Pharr International Bridge,Commercial Trucks,LRD_RVG_xlsx,57601
2025,11,Pharr,Hidalgo,Pharr International Bridge,Passenger Vehicles,LRD_RVG_xlsx,49644
2025,11,Pharr,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,11,Pharr,Progreso,Donna-Rio Bravo International Bridge,Buses,LRD_RVG_xlsx,0
2025,11,Pharr,Progreso,Donna-Rio Bravo International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,11,Pharr,Progreso,Donna-Rio Bravo International Bridge,Passenger Vehicles,LRD_RVG_xlsx,60274
2025,11,Pharr,Progreso,Donna-Rio Bravo International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,8365
2025,11,Pharr,Progreso,Progreso International Bridge,Buses,LRD_RVG_xlsx,0
2025,11,Pharr,Progreso,Progreso International Bridge,Commercial Trucks,LRD_RVG_xlsx,4692
2025,11,Pharr,Progreso,Progreso International Bridge,Passenger Vehicles,LRD_RVG_xlsx,46586
2025,11,Pharr,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,127287
2025,11,Pharr,Rio Grande City,Los Ebanos Ferry,Buses,LRD_RVG_xlsx,0
2025,11,Pharr,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,LRD_RVG_xlsx,0
2025,11,Pharr,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,LRD_RVG_xlsx,3977
2025,11,Pharr,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,LRD_RVG_xlsx,3538
2025,11,Pharr,Rio Grande City,Starr-Camargo Bridge,Buses,LRD_RVG_xlsx,0
2025,11,Pharr,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,LRD_RVG_xlsx,1865
2025,11,Pharr,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,LRD_RVG_xlsx,38907
2025,11,Pharr,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,4689
2025,11,Pharr,Roma,Lake Falcon Dam International Crossing,Buses,LRD_RVG_xlsx,0
2025,11,Pharr,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,LRD_RVG_xlsx,0
2025,11,Pharr,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,LRD_RVG_xlsx,13886
2025,11,Pharr,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,11,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,LRD_RVG_xlsx,81
2025,11,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,LRD_RVG_xlsx,4239
2025,11,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,LRD_RVG_xlsx,65285
2025,11,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,18278
2025,12,Laredo,Del Rio,Del Rio International Bridge,Buses,LRD_RVG_xlsx,0
2025,12,Laredo,Del Rio,Del Rio International Bridge,Commercial Trucks,LRD_RVG_xlsx,6377
2025,12,Laredo,Del Rio,Del Rio International Bridge,Passenger Vehicles,LRD_RVG_xlsx,145230
2025,12,Laredo,Del Rio,Del Rio International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,20848
2025,12,Laredo,Del Rio,Lake Amistad Dam Crossing,Buses,LRD_RVG_xlsx,0
2025,12,Laredo,Del Rio,Lake Amistad Dam Crossing,Commercial Trucks,LRD_RVG_xlsx,0
2025,12,Laredo,Del Rio,Lake Amistad Dam Crossing,Passenger Vehicles,LRD_RVG_xlsx,9874
2025,12,Laredo,Del Rio,Lake Amistad Dam Crossing,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,12,Laredo,Eagle Pass,Camino Real International Bridge,Buses,LRD_RVG_xlsx,953
2025,12,Laredo,Eagle Pass,Camino Real International Bridge,Commercial Trucks,LRD_RVG_xlsx,32639
2025,12,Laredo,Eagle Pass,Camino Real International Bridge,Passenger Vehicles,LRD_RVG_xlsx,174847
2025,12,Laredo,Eagle Pass,Camino Real International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,44165
2025,12,Laredo,Eagle Pass,Eagle Pass International Bridge,Buses,LRD_RVG_xlsx,0
2025,12,Laredo,Eagle Pass,Eagle Pass International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,12,Laredo,Eagle Pass,Eagle Pass International Bridge,Passenger Vehicles,LRD_RVG_xlsx,62542
2025,12,Laredo,Eagle Pass,Eagle Pass International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,72685
2025,12,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Railcars,LRD_RVG_xlsx,40616
2025,12,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Railcars,LRD_RVG_xlsx,37691
2025,12,Laredo,Laredo,Colombia Solidarity Bridge,Buses,LRD_RVG_xlsx,0
2025,12,Laredo,Laredo,Colombia Solidarity Bridge,Commercial Trucks,LRD_RVG_xlsx,57362
2025,12,Laredo,Laredo,Colombia Solidarity Bridge,Passenger Vehicles,LRD_RVG_xlsx,55219
2025,12,Laredo,Laredo,Colombia Solidarity Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,1257
2025,12,Laredo,Laredo,Gateway to the Americas Bridge,Buses,LRD_RVG_xlsx,0
2025,12,Laredo,Laredo,Gateway to the Americas Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,12,Laredo,Laredo,Gateway to the Americas Bridge,Passenger Vehicles,LRD_RVG_xlsx,152640
2025,12,Laredo,Laredo,Gateway to the Americas Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,298903
2025,12,Laredo,Laredo,Juárez-Lincoln International Bridge,Buses,LRD_RVG_xlsx,2878
2025,12,Laredo,Laredo,Juárez-Lincoln International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,12,Laredo,Laredo,Juárez-Lincoln International Bridge,Passenger Vehicles,LRD_RVG_xlsx,260715
2025,12,Laredo,Laredo,Juárez-Lincoln International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,12,Laredo,Laredo,World Trade Bridge,Buses,LRD_RVG_xlsx,0
2025,12,Laredo,Laredo,World Trade Bridge,Commercial Trucks,LRD_RVG_xlsx,161860
2025,12,Laredo,Laredo,World Trade Bridge,Passenger Vehicles,LRD_RVG_xlsx,0
2025,12,Laredo,Laredo,World Trade Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,12,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Buses,LRD_RVG_xlsx,0
2025,12,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,12,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Passenger Vehicles,LRD_RVG_xlsx,139752
2025,12,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,66473
2025,12,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Buses,LRD_RVG_xlsx,0
2025,12,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Commercial Trucks,LRD_RVG_xlsx,7446
2025,12,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Passenger Vehicles,LRD_RVG_xlsx,53939
2025,12,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Pedestrians/ Bicyclists,LRD_RVG_xlsx,4039
2025,12,Pharr,Brownsville,Gateway International Bridge,Buses,LRD_RVG_xlsx,0
2025,12,Pharr,Brownsville,Gateway International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,12,Pharr,Brownsville,Gateway International Bridge,Passenger Vehicles,LRD_RVG_xlsx,79628
2025,12,Pharr,Brownsville,Gateway International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,159080
2025,12,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Buses,LRD_RVG_xlsx,295
2025,12,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Commercial Trucks,LRD_RVG_xlsx,18359
2025,12,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,LRD_RVG_xlsx,158598
2025,12,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,LRD_RVG_xlsx,14698
2025,12,Pharr,Brownsville,West Rail Bridge,Railcars,LRD_RVG_xlsx,7293
2025,12,Pharr,Hidalgo,Anzalduas International Bridge,Buses,LRD_RVG_xlsx,1
2025,12,Pharr,Hidalgo,Anzalduas International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,12,Pharr,Hidalgo,Anzalduas International Bridge,Passenger Vehicles,LRD_RVG_xlsx,147931
2025,12,Pharr,Hidalgo,Anzalduas International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,12,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Buses,LRD_RVG_xlsx,767
2025,12,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,12,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Passenger Vehicles,LRD_RVG_xlsx,201437
2025,12,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,220256
2025,12,Pharr,Hidalgo,Pharr International Bridge,Buses,LRD_RVG_xlsx,0
2025,12,Pharr,Hidalgo,Pharr International Bridge,Commercial Trucks,LRD_RVG_xlsx,58962
2025,12,Pharr,Hidalgo,Pharr International Bridge,Passenger Vehicles,LRD_RVG_xlsx,51090
2025,12,Pharr,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,12,Pharr,Progreso,Donna-Rio Bravo International Bridge,Buses,LRD_RVG_xlsx,0
2025,12,Pharr,Progreso,Donna-Rio Bravo International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,12,Pharr,Progreso,Donna-Rio Bravo International Bridge,Passenger Vehicles,LRD_RVG_xlsx,63320
2025,12,Pharr,Progreso,Donna-Rio Bravo International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,151
2025,12,Pharr,Progreso,Progreso International Bridge,Buses,LRD_RVG_xlsx,0
2025,12,Pharr,Progreso,Progreso International Bridge,Commercial Trucks,LRD_RVG_xlsx,6039
2025,12,Pharr,Progreso,Progreso International Bridge,Passenger Vehicles,LRD_RVG_xlsx,50282
2025,12,Pharr,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,104619
2025,12,Pharr,Rio Grande City,Los Ebanos Ferry,Buses,LRD_RVG_xlsx,0
2025,12,Pharr,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,LRD_RVG_xlsx,0
2025,12,Pharr,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,LRD_RVG_xlsx,3864
2025,12,Pharr,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,LRD_RVG_xlsx,3745
2025,12,Pharr,Rio Grande City,Starr-Camargo Bridge,Buses,LRD_RVG_xlsx,0
2025,12,Pharr,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,LRD_RVG_xlsx,1750
2025,12,Pharr,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,LRD_RVG_xlsx,40901
2025,12,Pharr,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,4985
2025,12,Pharr,Roma,Lake Falcon Dam International Crossing,Buses,LRD_RVG_xlsx,0
2025,12,Pharr,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,LRD_RVG_xlsx,0
2025,12,Pharr,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,LRD_RVG_xlsx,15455
2025,12,Pharr,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,12,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,LRD_RVG_xlsx,84
2025,12,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,LRD_RVG_xlsx,4224
2025,12,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,LRD_RVG_xlsx,71024
2025,12,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,21888
